source,target,weight
"Chen, Cheng","Li, Shuang",1
"Chen, Cheng","Fu, Sheng",1
"Chen, Cheng","Song, Fu-Hang",1
"Chen, Cheng","Yang, Haitao",1
"Chen, Cheng","Wang, Jian-Guo",1
"Lu, Wei","Zhang, Xu-Meng",1
"Wang, Zefang","Zhang, Xu-Meng",1
"Cai, Yan","Zhang, Xu-Meng",1
"Li, Shuang","Zhang, Xu-Meng",1
"Fu, Sheng","Zhang, Xu-Meng",1
"Song, Fu-Hang","Zhang, Xu-Meng",1
"Yang, Haitao","Zhang, Xu-Meng",1
"Wang, Jian-Guo","Zhang, Xu-Meng",1
"Lu, Wei","Wang, Zefang",1
"Cai, Yan","Lu, Wei",1
"Li, Shuang","Lu, Wei",1
"Fu, Sheng","Lu, Wei",1
"Lu, Wei","Song, Fu-Hang",1
"Lu, Wei","Yang, Haitao",1
"Lu, Wei","Wang, Jian-Guo",1
"Cai, Yan","Wang, Zefang",1
"Li, Shuang","Wang, Zefang",1
"Fu, Sheng","Wang, Zefang",1
"Song, Fu-Hang","Wang, Zefang",1
"Wang, Zefang","Yang, Haitao",1
"Wang, Jian-Guo","Wang, Zefang",1
"Cai, Yan","Li, Shuang",1
"Cai, Yan","Fu, Sheng",1
"Cai, Yan","Song, Fu-Hang",1
"Cai, Yan","Yang, Haitao",1
"Cai, Yan","Wang, Jian-Guo",1
"Fu, Sheng","Li, Shuang",1
"Li, Shuang","Song, Fu-Hang",1
"Li, Shuang","Yang, Haitao",1
"Li, Shuang","Wang, Jian-Guo",1
"Fu, Sheng","Song, Fu-Hang",1
"Fu, Sheng","Yang, Haitao",1
"Fu, Sheng","Wang, Jian-Guo",1
"Song, Fu-Hang","Yang, Haitao",1
"Song, Fu-Hang","Wang, Jian-Guo",1
"Wang, Jian-Guo","Yang, Haitao",1
"Cao, Duanfang","Yuan, Yuan",1
"Yuan, Yuan","Zhang, Yanfang",1
"Ma, Jun","Yuan, Yuan",1
"Qi, Jianxun","Yuan, Yuan",1
"Wang, Qihui","Yuan, Yuan",1
"Lu, Guangwen","Yuan, Yuan",1
"Wu, Ying","Yuan, Yuan",1
"Yan, Jinghua","Yuan, Yuan",1
"Shi, Yi","Yuan, Yuan",1
"Yuan, Yuan","Zhang, Xinzheng",1
"Gao, George F.","Yuan, Yuan",1
"Cao, Duanfang","Zhang, Yanfang",1
"Cao, Duanfang","Ma, Jun",1
"Cao, Duanfang","Qi, Jianxun",1
"Cao, Duanfang","Wang, Qihui",1
"Cao, Duanfang","Lu, Guangwen",1
"Cao, Duanfang","Wu, Ying",1
"Cao, Duanfang","Yan, Jinghua",1
"Cao, Duanfang","Shi, Yi",1
"Cao, Duanfang","Zhang, Xinzheng",1
"Cao, Duanfang","Gao, George F.",1
"Ma, Jun","Zhang, Yanfang",1
"Qi, Jianxun","Zhang, Yanfang",1
"Wang, Qihui","Zhang, Yanfang",1
"Lu, Guangwen","Zhang, Yanfang",1
"Wu, Ying","Zhang, Yanfang",1
"Yan, Jinghua","Zhang, Yanfang",1
"Shi, Yi","Zhang, Yanfang",1
"Zhang, Xinzheng","Zhang, Yanfang",1
"Gao, George F.","Zhang, Yanfang",1
"Ma, Jun","Qi, Jianxun",1
"Ma, Jun","Wang, Qihui",1
"Lu, Guangwen","Ma, Jun",1
"Ma, Jun","Wu, Ying",1
"Ma, Jun","Yan, Jinghua",1
"Ma, Jun","Shi, Yi",1
"Ma, Jun","Zhang, Xinzheng",1
"Gao, George F.","Ma, Jun",1
"Qi, Jianxun","Wang, Qihui",1
"Lu, Guangwen","Qi, Jianxun",1
"Qi, Jianxun","Wu, Ying",1
"Qi, Jianxun","Yan, Jinghua",1
"Qi, Jianxun","Shi, Yi",1
"Qi, Jianxun","Zhang, Xinzheng",1
"Gao, George F.","Qi, Jianxun",1
"Lu, Guangwen","Wang, Qihui",2
"Wang, Qihui","Wu, Ying",1
"Wang, Qihui","Yan, Jinghua",1
"Shi, Yi","Wang, Qihui",1
"Wang, Qihui","Zhang, Xinzheng",1
"Gao, George F.","Wang, Qihui",2
"Lu, Guangwen","Wu, Ying",1
"Lu, Guangwen","Yan, Jinghua",1
"Lu, Guangwen","Shi, Yi",1
"Lu, Guangwen","Zhang, Xinzheng",1
"Gao, George F.","Lu, Guangwen",2
"Wu, Ying","Yan, Jinghua",1
"Shi, Yi","Wu, Ying",1
"Wu, Ying","Zhang, Xinzheng",1
"Gao, George F.","Wu, Ying",1
"Shi, Yi","Yan, Jinghua",1
"Yan, Jinghua","Zhang, Xinzheng",1
"Gao, George F.","Yan, Jinghua",1
"Shi, Yi","Zhang, Xinzheng",1
"Gao, George F.","Shi, Yi",1
"Gao, George F.","Zhang, Xinzheng",1
"Chen, Shuliang","Yu, Xiao",1
"Hou, Panpan","Yu, Xiao",1
"Wang, Min","Yu, Xiao",1
"Chen, Yu","Yu, Xiao",1
"Guo, Deyin","Yu, Xiao",1
"Chen, Shuliang","Hou, Panpan",1
"Chen, Shuliang","Wang, Min",1
"Chen, Shuliang","Chen, Yu",1
"Chen, Shuliang","Guo, Deyin",1
"Hou, Panpan","Wang, Min",1
"Chen, Yu","Hou, Panpan",1
"Guo, Deyin","Hou, Panpan",1
"Chen, Yu","Wang, Min",1
"Guo, Deyin","Wang, Min",1
"Chen, Yu","Guo, Deyin",2
"Konno, Sho","Thanigaimalai, Pillaiyar",3
"Thanigaimalai, Pillaiyar","Yamamoto, Takehito",3
"Koiwai, Yuji","Thanigaimalai, Pillaiyar",2
"Taguchi, Akihiro","Thanigaimalai, Pillaiyar",2
"Takayama, Kentaro","Thanigaimalai, Pillaiyar",3
"Thanigaimalai, Pillaiyar","Yakushiji, Fumika",3
"Akaji, Kenichi","Thanigaimalai, Pillaiyar",3
"Kiso, Yoshiaki","Thanigaimalai, Pillaiyar",2
"Kawasaki, Yuko","Thanigaimalai, Pillaiyar",2
"Chen, Shen-En","Thanigaimalai, Pillaiyar",3
"Naser-Tavakolian, Aurash","Thanigaimalai, Pillaiyar",2
"SchÃ¶n, Arne","Thanigaimalai, Pillaiyar",2
"Freire, Ernesto","Thanigaimalai, Pillaiyar",3
"Hayashi, Yoshio","Thanigaimalai, Pillaiyar",3
"Konno, Sho","Yamamoto, Takehito",3
"Koiwai, Yuji","Konno, Sho",2
"Konno, Sho","Taguchi, Akihiro",2
"Konno, Sho","Takayama, Kentaro",3
"Konno, Sho","Yakushiji, Fumika",3
"Akaji, Kenichi","Konno, Sho",3
"Kiso, Yoshiaki","Konno, Sho",2
"Kawasaki, Yuko","Konno, Sho",2
"Chen, Shen-En","Konno, Sho",3
"Konno, Sho","Naser-Tavakolian, Aurash",2
"Konno, Sho","SchÃ¶n, Arne",2
"Freire, Ernesto","Konno, Sho",3
"Hayashi, Yoshio","Konno, Sho",3
"Koiwai, Yuji","Yamamoto, Takehito",2
"Taguchi, Akihiro","Yamamoto, Takehito",2
"Takayama, Kentaro","Yamamoto, Takehito",3
"Yakushiji, Fumika","Yamamoto, Takehito",3
"Akaji, Kenichi","Yamamoto, Takehito",3
"Kiso, Yoshiaki","Yamamoto, Takehito",2
"Kawasaki, Yuko","Yamamoto, Takehito",2
"Chen, Shen-En","Yamamoto, Takehito",3
"Naser-Tavakolian, Aurash","Yamamoto, Takehito",2
"SchÃ¶n, Arne","Yamamoto, Takehito",2
"Freire, Ernesto","Yamamoto, Takehito",3
"Hayashi, Yoshio","Yamamoto, Takehito",3
"Koiwai, Yuji","Taguchi, Akihiro",2
"Koiwai, Yuji","Takayama, Kentaro",2
"Koiwai, Yuji","Yakushiji, Fumika",2
"Akaji, Kenichi","Koiwai, Yuji",2
"Kiso, Yoshiaki","Koiwai, Yuji",1
"Kawasaki, Yuko","Koiwai, Yuji",1
"Chen, Shen-En","Koiwai, Yuji",2
"Koiwai, Yuji","Naser-Tavakolian, Aurash",2
"Koiwai, Yuji","SchÃ¶n, Arne",2
"Freire, Ernesto","Koiwai, Yuji",2
"Hayashi, Yoshio","Koiwai, Yuji",2
"Taguchi, Akihiro","Takayama, Kentaro",2
"Taguchi, Akihiro","Yakushiji, Fumika",2
"Akaji, Kenichi","Taguchi, Akihiro",2
"Kiso, Yoshiaki","Taguchi, Akihiro",1
"Kawasaki, Yuko","Taguchi, Akihiro",1
"Chen, Shen-En","Taguchi, Akihiro",2
"Naser-Tavakolian, Aurash","Taguchi, Akihiro",2
"SchÃ¶n, Arne","Taguchi, Akihiro",2
"Freire, Ernesto","Taguchi, Akihiro",2
"Hayashi, Yoshio","Taguchi, Akihiro",2
"Takayama, Kentaro","Yakushiji, Fumika",3
"Akaji, Kenichi","Takayama, Kentaro",3
"Kiso, Yoshiaki","Takayama, Kentaro",2
"Kawasaki, Yuko","Takayama, Kentaro",2
"Chen, Shen-En","Takayama, Kentaro",3
"Naser-Tavakolian, Aurash","Takayama, Kentaro",2
"SchÃ¶n, Arne","Takayama, Kentaro",2
"Freire, Ernesto","Takayama, Kentaro",3
"Hayashi, Yoshio","Takayama, Kentaro",3
"Akaji, Kenichi","Yakushiji, Fumika",3
"Kiso, Yoshiaki","Yakushiji, Fumika",2
"Kawasaki, Yuko","Yakushiji, Fumika",2
"Chen, Shen-En","Yakushiji, Fumika",3
"Naser-Tavakolian, Aurash","Yakushiji, Fumika",2
"SchÃ¶n, Arne","Yakushiji, Fumika",2
"Freire, Ernesto","Yakushiji, Fumika",3
"Hayashi, Yoshio","Yakushiji, Fumika",3
"Akaji, Kenichi","Kiso, Yoshiaki",2
"Akaji, Kenichi","Kawasaki, Yuko",2
"Akaji, Kenichi","Chen, Shen-En",3
"Akaji, Kenichi","Naser-Tavakolian, Aurash",2
"Akaji, Kenichi","SchÃ¶n, Arne",2
"Akaji, Kenichi","Freire, Ernesto",3
"Akaji, Kenichi","Hayashi, Yoshio",3
"Kawasaki, Yuko","Kiso, Yoshiaki",2
"Chen, Shen-En","Kiso, Yoshiaki",2
"Kiso, Yoshiaki","Naser-Tavakolian, Aurash",1
"Kiso, Yoshiaki","SchÃ¶n, Arne",1
"Freire, Ernesto","Kiso, Yoshiaki",2
"Hayashi, Yoshio","Kiso, Yoshiaki",2
"Chen, Shen-En","Kawasaki, Yuko",2
"Kawasaki, Yuko","Naser-Tavakolian, Aurash",1
"Kawasaki, Yuko","SchÃ¶n, Arne",1
"Freire, Ernesto","Kawasaki, Yuko",2
"Hayashi, Yoshio","Kawasaki, Yuko",2
"Chen, Shen-En","Naser-Tavakolian, Aurash",2
"Chen, Shen-En","SchÃ¶n, Arne",2
"Chen, Shen-En","Freire, Ernesto",3
"Chen, Shen-En","Hayashi, Yoshio",3
"Naser-Tavakolian, Aurash","SchÃ¶n, Arne",2
"Freire, Ernesto","Naser-Tavakolian, Aurash",2
"Hayashi, Yoshio","Naser-Tavakolian, Aurash",2
"Freire, Ernesto","SchÃ¶n, Arne",2
"Hayashi, Yoshio","SchÃ¶n, Arne",2
"Freire, Ernesto","Hayashi, Yoshio",3
"Callendret, BenoÃ®t","Escriou, Nicolas",1
"Escriou, Nicolas","Lorin, ValÃ©rie",1
"Combredet, Chantal","Escriou, Nicolas",1
"Escriou, Nicolas","Marianneau, Philippe",1
"Escriou, Nicolas","FÃ©vrier, MichÃ¨le",1
"Escriou, Nicolas","Tangy, FrÃ©dÃ©ric",1
"Callendret, BenoÃ®t","Lorin, ValÃ©rie",1
"Callendret, BenoÃ®t","Combredet, Chantal",1
"Callendret, BenoÃ®t","Marianneau, Philippe",1
"Callendret, BenoÃ®t","FÃ©vrier, MichÃ¨le",1
"Callendret, BenoÃ®t","Tangy, FrÃ©dÃ©ric",1
"Combredet, Chantal","Lorin, ValÃ©rie",1
"Lorin, ValÃ©rie","Marianneau, Philippe",1
"FÃ©vrier, MichÃ¨le","Lorin, ValÃ©rie",1
"Lorin, ValÃ©rie","Tangy, FrÃ©dÃ©ric",1
"Combredet, Chantal","Marianneau, Philippe",1
"Combredet, Chantal","FÃ©vrier, MichÃ¨le",1
"Combredet, Chantal","Tangy, FrÃ©dÃ©ric",1
"FÃ©vrier, MichÃ¨le","Marianneau, Philippe",1
"Marianneau, Philippe","Tangy, FrÃ©dÃ©ric",1
"FÃ©vrier, MichÃ¨le","Tangy, FrÃ©dÃ©ric",1
"Fung, To Sing","Liu, Ding Xiang",1
"Chong, Kelvin Kian-Long","Liu, Ding Xiang",1
"Liu, Ding Xiang","Shukla, Aditi",1
"Hilgenfeld, Rolf","Liu, Ding Xiang",1
"Chong, Kelvin Kian-Long","Fung, To Sing",1
"Fung, To Sing","Shukla, Aditi",1
"Fung, To Sing","Hilgenfeld, Rolf",1
"Chong, Kelvin Kian-Long","Shukla, Aditi",1
"Chong, Kelvin Kian-Long","Hilgenfeld, Rolf",1
"Minakshi, Rinki","Rehman, Safikur",1
"Hassan, Md. Imtaiyaz","Minakshi, Rinki",1
"Ahmad, Faizan","Minakshi, Rinki",1
"Padhan, Kartika","Rehman, Safikur",1
"Hassan, Md. Imtaiyaz","Padhan, Kartika",1
"Ahmad, Faizan","Padhan, Kartika",1
"Hassan, Md. Imtaiyaz","Rehman, Safikur",1
"Ahmad, Faizan","Rehman, Safikur",1
"Ahmad, Faizan","Hassan, Md. Imtaiyaz",1
"MitiÄ‡, Nenad S.","PavloviÄ‡-LaÅ¾etiÄ‡, Gordana M.",1
"PavloviÄ‡-LaÅ¾etiÄ‡, Gordana M.","TomoviÄ‡, Andrija M.",1
"PavloviÄ‡, Mirjana D.","PavloviÄ‡-LaÅ¾etiÄ‡, Gordana M.",1
"Beljanski, MiloÅ¡ V.","PavloviÄ‡-LaÅ¾etiÄ‡, Gordana M.",1
"MitiÄ‡, Nenad S.","TomoviÄ‡, Andrija M.",1
"MitiÄ‡, Nenad S.","PavloviÄ‡, Mirjana D.",1
"Beljanski, MiloÅ¡ V.","MitiÄ‡, Nenad S.",1
"PavloviÄ‡, Mirjana D.","TomoviÄ‡, Andrija M.",1
"Beljanski, MiloÅ¡ V.","TomoviÄ‡, Andrija M.",1
"Beljanski, MiloÅ¡ V.","PavloviÄ‡, Mirjana D.",1
"Zang, Guo-Qing","Zhang, Yi",1
"Tang, Zheng-Hao","Zhang, Yi",1
"Chen, Xiao-Hua","Zhang, Yi",1
"Yu, Yong-Sheng","Zhang, Yi",1
"Tang, Zheng-Hao","Zang, Guo-Qing",1
"Chen, Xiao-Hua","Zang, Guo-Qing",1
"Yu, Yong-Sheng","Zang, Guo-Qing",1
"Chen, Xiao-Hua","Tang, Zheng-Hao",1
"Tang, Zheng-Hao","Yu, Yong-Sheng",1
"Chen, Xiao-Hua","Yu, Yong-Sheng",1
"Hu, Ben","Zeng, Lei-Ping",1
"Hu, Ben","Li, Bei",1
"Hu, Ben","Xie, Jia-Zheng",1
"Hu, Ben","Shen, Xu-Rui",1
"Hu, Ben","Wang, Ning",2
"Hu, Ben","Luo, Dong-Sheng",1
"Hu, Ben","Zheng, Xiao-Shuang",1
"Daszak, Peter","Hu, Ben",2
"Hu, Ben","Wang, Lin-Fa",2
"Cui, Jie","Hu, Ben",1
"Yang, Xing-Lou","Zeng, Lei-Ping",1
"Zeng, Lei-Ping","Zhang, Wei",1
"Li, Bei","Zeng, Lei-Ping",1
"Xie, Jia-Zheng","Zeng, Lei-Ping",1
"Shen, Xu-Rui","Zeng, Lei-Ping",1
"Zeng, Lei-Ping","Zhang, Yun-Zhi",1
"Wang, Ning","Zeng, Lei-Ping",1
"Luo, Dong-Sheng","Zeng, Lei-Ping",1
"Zeng, Lei-Ping","Zheng, Xiao-Shuang",1
"Wang, Mei-Niang","Zeng, Lei-Ping",1
"Daszak, Peter","Zeng, Lei-Ping",1
"Wang, Lin-Fa","Zeng, Lei-Ping",1
"Cui, Jie","Zeng, Lei-Ping",1
"Li, Bei","Yang, Xing-Lou",1
"Xie, Jia-Zheng","Yang, Xing-Lou",1
"Shen, Xu-Rui","Yang, Xing-Lou",1
"Luo, Dong-Sheng","Yang, Xing-Lou",1
"Yang, Xing-Lou","Zheng, Xiao-Shuang",1
"Cui, Jie","Yang, Xing-Lou",1
"Ge, Xing-Yi","Li, Bei",1
"Ge, Xing-Yi","Xie, Jia-Zheng",1
"Ge, Xing-Yi","Shen, Xu-Rui",1
"Ge, Xing-Yi","Wang, Ning",2
"Ge, Xing-Yi","Luo, Dong-Sheng",1
"Ge, Xing-Yi","Zheng, Xiao-Shuang",1
"Daszak, Peter","Ge, Xing-Yi",2
"Ge, Xing-Yi","Wang, Lin-Fa",2
"Cui, Jie","Ge, Xing-Yi",1
"Li, Bei","Zhang, Wei",1
"Xie, Jia-Zheng","Zhang, Wei",1
"Shen, Xu-Rui","Zhang, Wei",1
"Wang, Ning","Zhang, Wei",2
"Luo, Dong-Sheng","Zhang, Wei",1
"Zhang, Wei","Zheng, Xiao-Shuang",1
"Daszak, Peter","Zhang, Wei",2
"Wang, Lin-Fa","Zhang, Wei",2
"Cui, Jie","Zhang, Wei",1
"Li, Bei","Xie, Jia-Zheng",1
"Li, Bei","Shen, Xu-Rui",1
"Li, Bei","Zhang, Yun-Zhi",1
"Li, Bei","Wang, Ning",1
"Li, Bei","Luo, Dong-Sheng",1
"Li, Bei","Zheng, Xiao-Shuang",1
"Li, Bei","Wang, Mei-Niang",1
"Daszak, Peter","Li, Bei",1
"Li, Bei","Wang, Lin-Fa",1
"Cui, Jie","Li, Bei",1
"Li, Bei","Shi, Zheng-Li",1
"Shen, Xu-Rui","Xie, Jia-Zheng",1
"Xie, Jia-Zheng","Zhang, Yun-Zhi",1
"Wang, Ning","Xie, Jia-Zheng",1
"Luo, Dong-Sheng","Xie, Jia-Zheng",1
"Xie, Jia-Zheng","Zheng, Xiao-Shuang",1
"Wang, Mei-Niang","Xie, Jia-Zheng",1
"Daszak, Peter","Xie, Jia-Zheng",1
"Wang, Lin-Fa","Xie, Jia-Zheng",1
"Cui, Jie","Xie, Jia-Zheng",1
"Shi, Zheng-Li","Xie, Jia-Zheng",1
"Shen, Xu-Rui","Zhang, Yun-Zhi",1
"Shen, Xu-Rui","Wang, Ning",1
"Luo, Dong-Sheng","Shen, Xu-Rui",1
"Shen, Xu-Rui","Zheng, Xiao-Shuang",1
"Shen, Xu-Rui","Wang, Mei-Niang",1
"Daszak, Peter","Shen, Xu-Rui",1
"Shen, Xu-Rui","Wang, Lin-Fa",1
"Cui, Jie","Shen, Xu-Rui",1
"Shen, Xu-Rui","Shi, Zheng-Li",1
"Luo, Dong-Sheng","Zhang, Yun-Zhi",1
"Zhang, Yun-Zhi","Zheng, Xiao-Shuang",1
"Cui, Jie","Zhang, Yun-Zhi",1
"Luo, Dong-Sheng","Wang, Ning",1
"Wang, Ning","Zheng, Xiao-Shuang",1
"Wang, Mei-Niang","Wang, Ning",1
"Cui, Jie","Wang, Ning",1
"Luo, Dong-Sheng","Zheng, Xiao-Shuang",1
"Luo, Dong-Sheng","Wang, Mei-Niang",1
"Daszak, Peter","Luo, Dong-Sheng",1
"Luo, Dong-Sheng","Wang, Lin-Fa",1
"Cui, Jie","Luo, Dong-Sheng",1
"Luo, Dong-Sheng","Shi, Zheng-Li",1
"Wang, Mei-Niang","Zheng, Xiao-Shuang",1
"Daszak, Peter","Zheng, Xiao-Shuang",1
"Wang, Lin-Fa","Zheng, Xiao-Shuang",1
"Cui, Jie","Zheng, Xiao-Shuang",1
"Shi, Zheng-Li","Zheng, Xiao-Shuang",1
"Daszak, Peter","Wang, Mei-Niang",1
"Wang, Lin-Fa","Wang, Mei-Niang",1
"Cui, Jie","Wang, Mei-Niang",1
"Cui, Jie","Daszak, Peter",1
"Cui, Jie","Wang, Lin-Fa",1
"Cui, Jie","Shi, Zheng-Li",1
"Nieto-Torres, JosÃ© L.","VerdiÃ¡ BÃ¡guena, Carmina",1
"De Diego, Marta L.","VerdiÃ¡ BÃ¡guena, Carmina",1
"Jimenez-GuardeÃ±o, Jose M.","VerdiÃ¡ BÃ¡guena, Carmina",1
"Regla-Nava, Jose A.","VerdiÃ¡ BÃ¡guena, Carmina",1
"Fernandez-Delgado, Raul","VerdiÃ¡ BÃ¡guena, Carmina",1
"CastaÃ±o-RodrÃ­guez, carlos","VerdiÃ¡ BÃ¡guena, Carmina",1
"Torres, Jaume","VerdiÃ¡ BÃ¡guena, Carmina",1
"Alcaraz, Antonio","VerdiÃ¡ BÃ¡guena, Carmina",2
"Aguilella, Vicente M.","VerdiÃ¡ BÃ¡guena, Carmina",2
"Enjuanes, Luis","VerdiÃ¡ BÃ¡guena, Carmina",2
"De Diego, Marta L.","Nieto-Torres, JosÃ© L.",1
"Jimenez-GuardeÃ±o, Jose M.","Nieto-Torres, JosÃ© L.",1
"Nieto-Torres, JosÃ© L.","Regla-Nava, Jose A.",1
"Fernandez-Delgado, Raul","Nieto-Torres, JosÃ© L.",1
"CastaÃ±o-RodrÃ­guez, carlos","Nieto-Torres, JosÃ© L.",1
"Nieto-Torres, JosÃ© L.","Torres, Jaume",1
"Alcaraz, Antonio","Nieto-Torres, JosÃ© L.",1
"Aguilella, Vicente M.","Nieto-Torres, JosÃ© L.",1
"Enjuanes, Luis","Nieto-Torres, JosÃ© L.",1
"De Diego, Marta L.","Jimenez-GuardeÃ±o, Jose M.",1
"De Diego, Marta L.","Regla-Nava, Jose A.",1
"De Diego, Marta L.","Fernandez-Delgado, Raul",1
"CastaÃ±o-RodrÃ­guez, carlos","De Diego, Marta L.",1
"De Diego, Marta L.","Torres, Jaume",1
"Alcaraz, Antonio","De Diego, Marta L.",1
"Aguilella, Vicente M.","De Diego, Marta L.",1
"De Diego, Marta L.","Enjuanes, Luis",1
"CastaÃ±o-RodrÃ­guez, carlos","Jimenez-GuardeÃ±o, Jose M.",1
"Jimenez-GuardeÃ±o, Jose M.","Torres, Jaume",1
"Alcaraz, Antonio","Jimenez-GuardeÃ±o, Jose M.",1
"Aguilella, Vicente M.","Jimenez-GuardeÃ±o, Jose M.",1
"CastaÃ±o-RodrÃ­guez, carlos","Regla-Nava, Jose A.",1
"Regla-Nava, Jose A.","Torres, Jaume",1
"Alcaraz, Antonio","Regla-Nava, Jose A.",1
"Aguilella, Vicente M.","Regla-Nava, Jose A.",1
"CastaÃ±o-RodrÃ­guez, carlos","Fernandez-Delgado, Raul",1
"Fernandez-Delgado, Raul","Torres, Jaume",1
"Alcaraz, Antonio","Fernandez-Delgado, Raul",1
"Aguilella, Vicente M.","Fernandez-Delgado, Raul",1
"CastaÃ±o-RodrÃ­guez, carlos","Torres, Jaume",1
"Alcaraz, Antonio","CastaÃ±o-RodrÃ­guez, carlos",1
"Aguilella, Vicente M.","CastaÃ±o-RodrÃ­guez, carlos",1
"CastaÃ±o-RodrÃ­guez, carlos","Enjuanes, Luis",1
"Alcaraz, Antonio","Torres, Jaume",1
"Aguilella, Vicente M.","Torres, Jaume",1
"Enjuanes, Luis","Torres, Jaume",1
"Aguilella, Vicente M.","Alcaraz, Antonio",4
"Alcaraz, Antonio","Enjuanes, Luis",4
"Aguilella, Vicente M.","Enjuanes, Luis",4
"Donskey, C.","Otter, J.A.",1
"Otter, J.A.","Yezli, S.",1
"Douthwaite, S.","Otter, J.A.",1
"Goldenberg, S.D.","Otter, J.A.",1
"Otter, J.A.","Weber, D.J.",1
"Donskey, C.","Yezli, S.",1
"Donskey, C.","Douthwaite, S.",1
"Donskey, C.","Goldenberg, S.D.",1
"Donskey, C.","Weber, D.J.",1
"Douthwaite, S.","Yezli, S.",1
"Goldenberg, S.D.","Yezli, S.",1
"Weber, D.J.","Yezli, S.",1
"Douthwaite, S.","Goldenberg, S.D.",1
"Douthwaite, S.","Weber, D.J.",1
"Goldenberg, S.D.","Weber, D.J.",1
"Palaniyappan, Arivazhagan","Sunwoo, Hoon H.",1
"Ganguly, Advaita","Sunwoo, Hoon H.",1
"Bhatnagar, Pravin K.","Sunwoo, Hoon H.",1
"Das, Dipankar","Sunwoo, Hoon H.",1
"El-Kadi, Ayman O.S.","Sunwoo, Hoon H.",1
"Sunwoo, Hoon H.","Suresh, Mavanur R.",1
"Ganguly, Advaita","Palaniyappan, Arivazhagan",1
"Bhatnagar, Pravin K.","Palaniyappan, Arivazhagan",1
"Das, Dipankar","Palaniyappan, Arivazhagan",1
"El-Kadi, Ayman O.S.","Palaniyappan, Arivazhagan",1
"Palaniyappan, Arivazhagan","Suresh, Mavanur R.",1
"Bhatnagar, Pravin K.","Ganguly, Advaita",1
"Das, Dipankar","Ganguly, Advaita",1
"El-Kadi, Ayman O.S.","Ganguly, Advaita",1
"Ganguly, Advaita","Suresh, Mavanur R.",1
"Bhatnagar, Pravin K.","Das, Dipankar",1
"Bhatnagar, Pravin K.","El-Kadi, Ayman O.S.",1
"Bhatnagar, Pravin K.","Suresh, Mavanur R.",1
"Das, Dipankar","El-Kadi, Ayman O.S.",1
"El-Kadi, Ayman O.S.","Suresh, Mavanur R.",1
"Hu, Shaohui","Liu, Guozhen",1
"Hu, Yongwu","Liu, Guozhen",1
"Chen, Peng","Liu, Guozhen",1
"Liu, Guozhen","Yin, Jianning",1
"Liu, Guozhen","Wen, Jie",1
"Liu, Guozhen","Wang, Jingqiang",1
"Lin, Liang","Liu, Guozhen",1
"Liu, Guozhen","Liu, Jinxiu",1
"Liu, Guozhen","You, Bo",1
"Liu, Guozhen","Yin, Ye",1
"Li, Shuting","Liu, Guozhen",1
"Liu, Guozhen","Wang, Hao",1
"Liu, Guozhen","Ren, Yan",1
"Ji, Jia","Liu, Guozhen",1
"Liu, Guozhen","Zhao, Xiaoqian",1
"Liu, Guozhen","Sun, Yongqiao",1
"Liu, Guozhen","Zhang, Xiaowei",1
"Fang, Jianqiu","Liu, Guozhen",1
"Liu, Guozhen","Wang, Jian",1
"Liu, Guozhen","Liu, Siqi",1
"Liu, Guozhen","Yu, Jun",1
"Liu, Guozhen","Zhu, Heng",1
"Liu, Guozhen","Yang, Huanming",1
"Hu, Shaohui","Hu, Yongwu",1
"Chen, Peng","Hu, Shaohui",1
"Hu, Shaohui","Yin, Jianning",1
"Hu, Shaohui","Wen, Jie",1
"Hu, Shaohui","Wang, Jingqiang",1
"Hu, Shaohui","Lin, Liang",1
"Hu, Shaohui","Liu, Jinxiu",1
"Hu, Shaohui","You, Bo",1
"Hu, Shaohui","Yin, Ye",1
"Hu, Shaohui","Li, Shuting",1
"Hu, Shaohui","Wang, Hao",1
"Hu, Shaohui","Ren, Yan",1
"Hu, Shaohui","Ji, Jia",1
"Hu, Shaohui","Zhao, Xiaoqian",1
"Hu, Shaohui","Sun, Yongqiao",1
"Hu, Shaohui","Zhang, Xiaowei",1
"Fang, Jianqiu","Hu, Shaohui",1
"Hu, Shaohui","Wang, Jian",1
"Hu, Shaohui","Liu, Siqi",1
"Hu, Shaohui","Yu, Jun",1
"Hu, Shaohui","Zhu, Heng",1
"Hu, Shaohui","Yang, Huanming",1
"Chen, Peng","Hu, Yongwu",1
"Hu, Yongwu","Yin, Jianning",1
"Hu, Yongwu","Wang, Jingqiang",3
"Hu, Yongwu","Lin, Liang",1
"Hu, Yongwu","Liu, Jinxiu",1
"Hu, Yongwu","You, Bo",1
"Hu, Yongwu","Yin, Ye",1
"Hu, Yongwu","Li, Shuting",1
"Hu, Yongwu","Wang, Hao",1
"Hu, Yongwu","Ren, Yan",1
"Hu, Yongwu","Ji, Jia",6
"Hu, Yongwu","Sun, Yongqiao",1
"Fang, Jianqiu","Hu, Yongwu",1
"Hu, Yongwu","Yu, Jun",4
"Hu, Yongwu","Zhu, Heng",1
"Chen, Peng","Yin, Jianning",1
"Chen, Peng","Wen, Jie",1
"Chen, Peng","Wang, Jingqiang",1
"Chen, Peng","Lin, Liang",1
"Chen, Peng","Liu, Jinxiu",1
"Chen, Peng","You, Bo",1
"Chen, Peng","Yin, Ye",1
"Chen, Peng","Li, Shuting",1
